"constituency","Median_Age","Party","election","Classification","Total_Rural_Population","Total_Urban_Population","Total_Population","Higher_Managerial","Lower_Managerial","Intermediate_Occupations","Small_Employers","Lower_Supervisory","Semi_Routine","Routine_Occupations","Never_Worked","Long_Term_Unemployed","Full_Time_Students_Employed","Full_Time_Students_Unemployed","Full_Time_Students_Inactive","overall_weather_std","lib_share","lab_share","oth_share","con_share","mean_environmental_mentions","Total_Students_Count"
"garston and halewood",41," Labour Party","2017","Predominantly Urban",568,97129,97697,5604,13349,9644,4852,5378,12298,8992,4037,1763,1317,281,1647,10.9229233859025,0.032,0.777,0.014,0.177,2.10526315789474,3245
"gravesham",39," Green Party","2017","Predominantly Urban",19079,82641,101720,5662,13869,10034,7279,5736,11663,9585,2929,1437,1072,256,1121,12.4522232472147,0.025,0.365,0.054,0.556,11,2449
"denton and reddish",40," Conservative Party","2010","Predominantly Urban",0,85832,85832,4231,11339,10303,5348,5415,11022,8649,1942,1156,897,171,1069,13.2666502836162,NA,NA,NA,NA,2.71428571428571,2137
"denton and reddish",40," Labour Party","2010","Predominantly Urban",0,85832,85832,4231,11339,10303,5348,5415,11022,8649,1942,1156,897,171,1069,13.2666502836162,NA,NA,NA,NA,2.71428571428571,2137
"denton and reddish",40," Liberal Democrats","2010","Predominantly Urban",0,85832,85832,4231,11339,10303,5348,5415,11022,8649,1942,1156,897,171,1069,13.2666502836162,NA,NA,NA,NA,2.71428571428571,2137
"denton and reddish",40," Conservative Party","2015","Predominantly Urban",0,85832,85832,4231,11339,10303,5348,5415,11022,8649,1942,1156,897,171,1069,13.2666502836162,NA,NA,NA,NA,2.71428571428571,2137
"denton and reddish",40," Labour Party","2015","Predominantly Urban",0,85832,85832,4231,11339,10303,5348,5415,11022,8649,1942,1156,897,171,1069,13.2666502836162,NA,NA,NA,NA,2.71428571428571,2137
"denton and reddish",40," Green Party","2015","Predominantly Urban",0,85832,85832,4231,11339,10303,5348,5415,11022,8649,1942,1156,897,171,1069,13.2666502836162,NA,NA,NA,NA,2.71428571428571,2137
"gedling",41," Labour Party","2015","Predominantly Urban",3613,88920,92533,6299,14890,10260,6238,5291,9987,7730,1701,1108,1026,210,980,14.271121036866,0.04,0.423,0.176,0.361,1.60606060606061,2216
"gedling",41," Liberal Democrats","2015","Predominantly Urban",3613,88920,92533,6299,14890,10260,6238,5291,9987,7730,1701,1108,1026,210,980,14.271121036866,0.04,0.423,0.176,0.361,1.60606060606061,2216
"gedling",41," Conservative Party","2015","Predominantly Urban",3613,88920,92533,6299,14890,10260,6238,5291,9987,7730,1701,1108,1026,210,980,14.271121036866,0.04,0.423,0.176,0.361,1.60606060606061,2216
"gedling",41," Green Party","2015","Predominantly Urban",3613,88920,92533,6299,14890,10260,6238,5291,9987,7730,1701,1108,1026,210,980,14.271121036866,0.04,0.423,0.176,0.361,1.60606060606061,2216
"gedling",41," Conservative Party","2017","Predominantly Urban",3613,88920,92533,6299,14890,10260,6238,5291,9987,7730,1701,1108,1026,210,980,14.271121036866,0.02,0.519,0.032,0.428,1.60606060606061,2216
"gedling",41," Green Party","2017","Predominantly Urban",3613,88920,92533,6299,14890,10260,6238,5291,9987,7730,1701,1108,1026,210,980,14.271121036866,0.02,0.519,0.032,0.428,1.60606060606061,2216
"gedling",41," Labour Party","2017","Predominantly Urban",3613,88920,92533,6299,14890,10260,6238,5291,9987,7730,1701,1108,1026,210,980,14.271121036866,0.02,0.519,0.032,0.428,1.60606060606061,2216
"gedling",41," Liberal Democrats","2017","Predominantly Urban",3613,88920,92533,6299,14890,10260,6238,5291,9987,7730,1701,1108,1026,210,980,14.271121036866,0.02,0.519,0.032,0.428,1.60606060606061,2216
"gedling",41," Conservative Party","2019","Predominantly Urban",3613,88920,92533,6299,14890,10260,6238,5291,9987,7730,1701,1108,1026,210,980,14.271121036866,0.046,0.441,0.058,0.455,1.60606060606061,2216
"gedling",41," Labour Party","2019","Predominantly Urban",3613,88920,92533,6299,14890,10260,6238,5291,9987,7730,1701,1108,1026,210,980,14.271121036866,0.046,0.441,0.058,0.455,1.60606060606061,2216
"great grimsby",38," Conservative Party","2015","Predominantly Urban",0,88243,88243,2655,9164,6312,4236,6539,13853,11304,3141,2209,850,332,1425,12.3996596676291,0.05,0.398,0.289,0.263,0.5,2607
"doncaster north",40," Conservative Party","2015","Predominantly Urban",17976,80955,98931,3576,11059,8216,6085,6614,13432,13473,3403,1751,713,173,1003,13.8230203625933,0.025,0.524,0.267,0.183,0,1889
"gillingham and rainham",38," Labour Party","2015","Predominantly Urban",1181,97649,98830,5508,13892,11092,6769,5445,11202,8287,2223,1296,1596,494,2274,15.8341352702276,0.036,0.256,0.228,0.48,0,4364
"hackney south and shoreditch",30," Labour Party","2010","Predominantly Urban",0,118234,118234,10555,21772,8561,7258,4241,9340,7523,8059,2867,2608,1012,5805,4.45981251218765,NA,NA,NA,NA,4.41176470588235,9425
"hackney south and shoreditch",30," Conservative Party","2010","Predominantly Urban",0,118234,118234,10555,21772,8561,7258,4241,9340,7523,8059,2867,2608,1012,5805,4.45981251218765,NA,NA,NA,NA,4.41176470588235,9425
"hackney south and shoreditch",30," Liberal Democrats","2010","Predominantly Urban",0,118234,118234,10555,21772,8561,7258,4241,9340,7523,8059,2867,2608,1012,5805,4.45981251218765,NA,NA,NA,NA,4.41176470588235,9425
"hackney south and shoreditch",30," Green Party","2010","Predominantly Urban",0,118234,118234,10555,21772,8561,7258,4241,9340,7523,8059,2867,2608,1012,5805,4.45981251218765,NA,NA,NA,NA,4.41176470588235,9425
"hackney south and shoreditch",30," Labour Party","2015","Predominantly Urban",0,118234,118234,10555,21772,8561,7258,4241,9340,7523,8059,2867,2608,1012,5805,4.45981251218765,NA,NA,NA,NA,4.41176470588235,9425
"hackney south and shoreditch",30," Conservative Party","2015","Predominantly Urban",0,118234,118234,10555,21772,8561,7258,4241,9340,7523,8059,2867,2608,1012,5805,4.45981251218765,NA,NA,NA,NA,4.41176470588235,9425
"hackney south and shoreditch",30," Liberal Democrats","2015","Predominantly Urban",0,118234,118234,10555,21772,8561,7258,4241,9340,7523,8059,2867,2608,1012,5805,4.45981251218765,NA,NA,NA,NA,4.41176470588235,9425
"hackney south and shoreditch",30," Green Party","2015","Predominantly Urban",0,118234,118234,10555,21772,8561,7258,4241,9340,7523,8059,2867,2608,1012,5805,4.45981251218765,NA,NA,NA,NA,4.41176470588235,9425
"hackney south and shoreditch",30," UK Independence Party","2015","Predominantly Urban",0,118234,118234,10555,21772,8561,7258,4241,9340,7523,8059,2867,2608,1012,5805,4.45981251218765,NA,NA,NA,NA,4.41176470588235,9425
"hackney south and shoreditch",30," Conservative Party","2019","Predominantly Urban",0,118234,118234,10555,21772,8561,7258,4241,9340,7523,8059,2867,2608,1012,5805,4.45981251218765,NA,NA,NA,NA,4.41176470588235,9425
"hackney south and shoreditch",30," Labour Party","2019","Predominantly Urban",0,118234,118234,10555,21772,8561,7258,4241,9340,7523,8059,2867,2608,1012,5805,4.45981251218765,NA,NA,NA,NA,4.41176470588235,9425
"dover",43," Conservative Party","2010","Predominantly Urban",25356,72264,97620,4787,14399,9402,7115,6177,12450,8273,2370,1303,904,174,1034,14.9188562969658,0.158,0.335,0.066,0.44,5.66666666666667,2112
"dover",43," Green Party","2015","Predominantly Urban",25356,72264,97620,4787,14399,9402,7115,6177,12450,8273,2370,1303,904,174,1034,14.9188562969658,0.031,0.307,0.228,0.433,5.66666666666667,2112
"gosport",41," UK Independence Party","2015","Predominantly Urban",526,96173,96699,6236,15664,9843,5652,6133,10897,8232,1520,987,991,191,924,NA,0.069,0.145,0.232,0.553,0.625,2106
"gosport",41," Conservative Party","2015","Predominantly Urban",526,96173,96699,6236,15664,9843,5652,6133,10897,8232,1520,987,991,191,924,NA,0.069,0.145,0.232,0.553,0.625,2106
"gosport",41," Labour Party","2015","Predominantly Urban",526,96173,96699,6236,15664,9843,5652,6133,10897,8232,1520,987,991,191,924,NA,0.069,0.145,0.232,0.553,0.625,2106
"gosport",41," Liberal Democrats","2015","Predominantly Urban",526,96173,96699,6236,15664,9843,5652,6133,10897,8232,1520,987,991,191,924,NA,0.069,0.145,0.232,0.553,0.625,2106
"gosport",41," Conservative Party","2019","Predominantly Urban",526,96173,96699,6236,15664,9843,5652,6133,10897,8232,1520,987,991,191,924,NA,0.113,0.185,0.037,0.665,0.625,2106
"halifax",38," Labour Party","2015","Predominantly Urban",2526,98339,100865,5613,12866,9530,6139,5226,11794,10207,4201,1761,1172,302,1424,13.8230203625933,0.037,0.4,0.172,0.39,0,2898
"dulwich and west norwood",33," Labour Party","2010","Predominantly Urban",0,110542,110542,13291,23238,8617,6800,3588,7468,5863,4086,2057,1898,689,3078,4.45981251218765,NA,NA,NA,NA,3.74509803921569,5665
"dulwich and west norwood",33," Liberal Democrats","2010","Predominantly Urban",0,110542,110542,13291,23238,8617,6800,3588,7468,5863,4086,2057,1898,689,3078,4.45981251218765,NA,NA,NA,NA,3.74509803921569,5665
"dulwich and west norwood",33," Conservative Party","2010","Predominantly Urban",0,110542,110542,13291,23238,8617,6800,3588,7468,5863,4086,2057,1898,689,3078,4.45981251218765,NA,NA,NA,NA,3.74509803921569,5665
"dulwich and west norwood",33," UK Independence Party","2010","Predominantly Urban",0,110542,110542,13291,23238,8617,6800,3588,7468,5863,4086,2057,1898,689,3078,4.45981251218765,NA,NA,NA,NA,3.74509803921569,5665
"dulwich and west norwood",33," Green Party","2010","Predominantly Urban",0,110542,110542,13291,23238,8617,6800,3588,7468,5863,4086,2057,1898,689,3078,4.45981251218765,NA,NA,NA,NA,3.74509803921569,5665
"dulwich and west norwood",33," Labour Party","2015","Predominantly Urban",0,110542,110542,13291,23238,8617,6800,3588,7468,5863,4086,2057,1898,689,3078,4.45981251218765,NA,NA,NA,NA,3.74509803921569,5665
"dulwich and west norwood",33," Liberal Democrats","2015","Predominantly Urban",0,110542,110542,13291,23238,8617,6800,3588,7468,5863,4086,2057,1898,689,3078,4.45981251218765,NA,NA,NA,NA,3.74509803921569,5665
"dulwich and west norwood",33," Green Party","2015","Predominantly Urban",0,110542,110542,13291,23238,8617,6800,3588,7468,5863,4086,2057,1898,689,3078,4.45981251218765,NA,NA,NA,NA,3.74509803921569,5665
"dulwich and west norwood",33," UK Independence Party","2015","Predominantly Urban",0,110542,110542,13291,23238,8617,6800,3588,7468,5863,4086,2057,1898,689,3078,4.45981251218765,NA,NA,NA,NA,3.74509803921569,5665
"dulwich and west norwood",33," Conservative Party","2015","Predominantly Urban",0,110542,110542,13291,23238,8617,6800,3588,7468,5863,4086,2057,1898,689,3078,4.45981251218765,NA,NA,NA,NA,3.74509803921569,5665
"dulwich and west norwood",33," Liberal Democrats","2017","Predominantly Urban",0,110542,110542,13291,23238,8617,6800,3588,7468,5863,4086,2057,1898,689,3078,4.45981251218765,NA,NA,NA,NA,3.74509803921569,5665
"dulwich and west norwood",33," Labour Party","2017","Predominantly Urban",0,110542,110542,13291,23238,8617,6800,3588,7468,5863,4086,2057,1898,689,3078,4.45981251218765,NA,NA,NA,NA,3.74509803921569,5665
"dulwich and west norwood",33," Green Party","2017","Predominantly Urban",0,110542,110542,13291,23238,8617,6800,3588,7468,5863,4086,2057,1898,689,3078,4.45981251218765,NA,NA,NA,NA,3.74509803921569,5665
"dulwich and west norwood",33," Conservative Party","2017","Predominantly Urban",0,110542,110542,13291,23238,8617,6800,3588,7468,5863,4086,2057,1898,689,3078,4.45981251218765,NA,NA,NA,NA,3.74509803921569,5665
"dulwich and west norwood",33," Green Party","2019","Predominantly Urban",0,110542,110542,13291,23238,8617,6800,3588,7468,5863,4086,2057,1898,689,3078,4.45981251218765,NA,NA,NA,NA,3.74509803921569,5665
"dulwich and west norwood",33," Labour Party","2019","Predominantly Urban",0,110542,110542,13291,23238,8617,6800,3588,7468,5863,4086,2057,1898,689,3078,4.45981251218765,NA,NA,NA,NA,3.74509803921569,5665
"grantham and stamford",42," Liberal Democrats","2010","Predominantly Rural",29624,74767,104391,7510,16470,9527,7469,6295,12408,9225,1479,1015,934,167,794,15.1822682804244,NA,NA,NA,NA,1.44444444444444,1895
"grantham and stamford",42," Green Party","2015","Predominantly Rural",29624,74767,104391,7510,16470,9527,7469,6295,12408,9225,1479,1015,934,167,794,15.1822682804244,NA,NA,NA,NA,1.44444444444444,1895
"grantham and stamford",42," UK Independence Party","2015","Predominantly Rural",29624,74767,104391,7510,16470,9527,7469,6295,12408,9225,1479,1015,934,167,794,15.1822682804244,NA,NA,NA,NA,1.44444444444444,1895
"grantham and stamford",42," Labour Party","2015","Predominantly Rural",29624,74767,104391,7510,16470,9527,7469,6295,12408,9225,1479,1015,934,167,794,15.1822682804244,NA,NA,NA,NA,1.44444444444444,1895
"grantham and stamford",42," Liberal Democrats","2015","Predominantly Rural",29624,74767,104391,7510,16470,9527,7469,6295,12408,9225,1479,1015,934,167,794,15.1822682804244,NA,NA,NA,NA,1.44444444444444,1895
"grantham and stamford",42," Labour Party","2017","Predominantly Rural",29624,74767,104391,7510,16470,9527,7469,6295,12408,9225,1479,1015,934,167,794,15.1822682804244,NA,NA,NA,NA,1.44444444444444,1895
"grantham and stamford",42," UK Independence Party","2017","Predominantly Rural",29624,74767,104391,7510,16470,9527,7469,6295,12408,9225,1479,1015,934,167,794,15.1822682804244,NA,NA,NA,NA,1.44444444444444,1895
"grantham and stamford",42," Conservative Party","2017","Predominantly Rural",29624,74767,104391,7510,16470,9527,7469,6295,12408,9225,1479,1015,934,167,794,15.1822682804244,NA,NA,NA,NA,1.44444444444444,1895
"halton",39," Labour Party","2010","Predominantly Urban",1841,93154,94995,4443,12040,9729,4661,6758,12693,10608,2885,1513,1020,253,1245,10.9229233859025,0.138,0.577,0.083,0.202,3.83333333333333,2518
"halton",39," Conservative Party","2010","Predominantly Urban",1841,93154,94995,4443,12040,9729,4661,6758,12693,10608,2885,1513,1020,253,1245,10.9229233859025,0.138,0.577,0.083,0.202,3.83333333333333,2518
"halton",39," Liberal Democrats","2010","Predominantly Urban",1841,93154,94995,4443,12040,9729,4661,6758,12693,10608,2885,1513,1020,253,1245,10.9229233859025,0.138,0.577,0.083,0.202,3.83333333333333,2518
"halton",39," Green Party","2010","Predominantly Urban",1841,93154,94995,4443,12040,9729,4661,6758,12693,10608,2885,1513,1020,253,1245,10.9229233859025,0.138,0.577,0.083,0.202,3.83333333333333,2518
"easington",41," Labour Party","2010","Predominantly Urban",20349,62420,82769,2918,9240,7780,3641,5785,11345,11997,3100,1262,776,179,1236,8.33753669268599,0.16,0.589,0.113,0.137,0.666666666666667,2191
"easington",41," UK Independence Party","2010","Predominantly Urban",20349,62420,82769,2918,9240,7780,3641,5785,11345,11997,3100,1262,776,179,1236,8.33753669268599,0.16,0.589,0.113,0.137,0.666666666666667,2191
"easington",41," Liberal Democrats","2010","Predominantly Urban",20349,62420,82769,2918,9240,7780,3641,5785,11345,11997,3100,1262,776,179,1236,8.33753669268599,0.16,0.589,0.113,0.137,0.666666666666667,2191
"easington",41," Conservative Party","2010","Predominantly Urban",20349,62420,82769,2918,9240,7780,3641,5785,11345,11997,3100,1262,776,179,1236,8.33753669268599,0.16,0.589,0.113,0.137,0.666666666666667,2191
"easington",41," Labour Party","2015","Predominantly Urban",20349,62420,82769,2918,9240,7780,3641,5785,11345,11997,3100,1262,776,179,1236,8.33753669268599,0.024,0.61,0.236,0.129,0.666666666666667,2191
"easington",41," UK Independence Party","2015","Predominantly Urban",20349,62420,82769,2918,9240,7780,3641,5785,11345,11997,3100,1262,776,179,1236,8.33753669268599,0.024,0.61,0.236,0.129,0.666666666666667,2191
"easington",41," Conservative Party","2015","Predominantly Urban",20349,62420,82769,2918,9240,7780,3641,5785,11345,11997,3100,1262,776,179,1236,8.33753669268599,0.024,0.61,0.236,0.129,0.666666666666667,2191
"easington",41," Conservative Party","2019","Predominantly Urban",20349,62420,82769,2918,9240,7780,3641,5785,11345,11997,3100,1262,776,179,1236,8.33753669268599,0.044,0.455,0.237,0.264,0.666666666666667,2191
"guildford",37," Conservative Party","2010","Predominantly Urban",14373,91274,105647,13587,19272,8683,6836,3784,7259,4677,1203,782,3090,647,6446,15.0088601144479,0.393,0.051,0.023,0.533,3.42857142857143,10183
"guildford",37," Liberal Democrats","2010","Predominantly Urban",14373,91274,105647,13587,19272,8683,6836,3784,7259,4677,1203,782,3090,647,6446,15.0088601144479,0.393,0.051,0.023,0.533,3.42857142857143,10183
"guildford",37," Liberal Democrats","2015","Predominantly Urban",14373,91274,105647,13587,19272,8683,6836,3784,7259,4677,1203,782,3090,647,6446,15.0088601144479,0.155,0.121,0.154,0.571,3.42857142857143,10183
"guildford",37," Conservative Party","2015","Predominantly Urban",14373,91274,105647,13587,19272,8683,6836,3784,7259,4677,1203,782,3090,647,6446,15.0088601144479,0.155,0.121,0.154,0.571,3.42857142857143,10183
"guildford",37," Labour Party","2015","Predominantly Urban",14373,91274,105647,13587,19272,8683,6836,3784,7259,4677,1203,782,3090,647,6446,15.0088601144479,0.155,0.121,0.154,0.571,3.42857142857143,10183
"guildford",37," Green Party","2015","Predominantly Urban",14373,91274,105647,13587,19272,8683,6836,3784,7259,4677,1203,782,3090,647,6446,15.0088601144479,0.155,0.121,0.154,0.571,3.42857142857143,10183
"guildford",37," UK Independence Party","2015","Predominantly Urban",14373,91274,105647,13587,19272,8683,6836,3784,7259,4677,1203,782,3090,647,6446,15.0088601144479,0.155,0.121,0.154,0.571,3.42857142857143,10183
"guildford",37," Liberal Democrats","2019","Predominantly Urban",14373,91274,105647,13587,19272,8683,6836,3784,7259,4677,1203,782,3090,647,6446,15.0088601144479,0.392,0.077,0.083,0.449,3.42857142857143,10183
"hammersmith",32," Conservative Party","2010","Predominantly Urban",0,118236,118236,15631,25275,9045,7323,4263,7913,6405,5491,1930,2761,643,6183,4.45981251218765,0.159,0.439,0.038,0.364,1.64705882352941,9587
"hammersmith",32," Labour Party","2010","Predominantly Urban",0,118236,118236,15631,25275,9045,7323,4263,7913,6405,5491,1930,2761,643,6183,4.45981251218765,0.159,0.439,0.038,0.364,1.64705882352941,9587
"hammersmith",32," UK Independence Party","2010","Predominantly Urban",0,118236,118236,15631,25275,9045,7323,4263,7913,6405,5491,1930,2761,643,6183,4.45981251218765,0.159,0.439,0.038,0.364,1.64705882352941,9587
"hammersmith",32," Liberal Democrats","2010","Predominantly Urban",0,118236,118236,15631,25275,9045,7323,4263,7913,6405,5491,1930,2761,643,6183,4.45981251218765,0.159,0.439,0.038,0.364,1.64705882352941,9587
"hammersmith",32," UK Independence Party","2015","Predominantly Urban",0,118236,118236,15631,25275,9045,7323,4263,7913,6405,5491,1930,2761,643,6183,4.45981251218765,0.046,0.5,0.089,0.364,1.64705882352941,9587
"hammersmith",32," Labour Party","2015","Predominantly Urban",0,118236,118236,15631,25275,9045,7323,4263,7913,6405,5491,1930,2761,643,6183,4.45981251218765,0.046,0.5,0.089,0.364,1.64705882352941,9587
